pitch_type,game_date,release_speed,release_pos_x,player_name,bb_type,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,estimated_ba_using_speedangle,estimated_woba_using_speedangle,launch_speed_angle
CH,4/22/2022,82.3,-1.91,"Rosario, Eddie",ground_ball,34,71.6,0,82.2,1555,0.111,0.101,2
CH,4/22/2022,90.2,-1.55,"Arcia, Orlando",line_drive,,104.7,15,,2191,0.62,0.668,5
CH,4/22/2022,89.7,-1.55,"d'Arnaud, Travis",line_drive,271,79.7,25,88.8,2117,0.406,0.388,3
CH,4/22/2022,90.3,-1.46,"Ozuna, Marcell",line_drive,239,75.7,28,89.8,2101,0.457,0.437,3
FF,4/22/2022,92.5,-1.54,"Heredia, Guillermo",line_drive,137,91.2,10,92.6,2237,0.683,0.637,4
SI,4/22/2022,88.6,3,"Riley, Austin",ground_ball,4,100.8,-24,89.3,1920,0.146,0.14,2
SL,4/22/2022,75.7,3.05,"Olson, Matt",line_drive,162,81.6,14,76.1,2016,0.777,0.735,4
SL,4/20/2022,85.6,-2.8,"Duvall, Adam",popup,58,71,77,85.5,2372,0.006,0.006,3
FF,4/20/2022,92.6,-2.53,"Ozuna, Marcell",line_drive,260,113.9,11,93.2,2312,0.82,0.857,6
FF,4/20/2022,93.5,-2.52,"Olson, Matt",line_drive,321,104.7,14,93.7,2254,0.714,0.752,5
CU,4/20/2022,80.6,-2.7,"Piña, Manny",popup,160,58,47,80.2,2225,0.143,0.129,1
SL,4/20/2022,89.7,-1.61,"Duvall, Adam",fly_ball,264,85,42,89.6,2657,0.017,0.021,3
FF,4/20/2022,93.9,-2.62,"Dickerson, Alex",ground_ball,76,67.1,6,94.3,2201,0.169,0.152,2
SI,4/20/2022,99.3,-1.36,"Ozuna, Marcell",ground_ball,5,95.8,-19,98.1,2120,0.134,0.125,2
FC,4/19/2022,89,2.73,"Riley, Austin",fly_ball,240,78.3,43,88.8,1897,0.06,0.062,3
FF,4/19/2022,94,0.88,"Arcia, Orlando",fly_ball,393,103.6,31,94.2,2334,0.72,1.462,6
FF,4/19/2022,93.3,1.09,"d'Arnaud, Travis",ground_ball,53,105.3,0,93.1,2401,0.451,0.413,4
FC,4/19/2022,85.4,2.89,"Albies, Ozzie",popup,82,86.5,78,86.5,2186,0.011,0.012,3
FF,4/19/2022,91.8,0.87,"Rosario, Eddie",ground_ball,6,56.1,-33,92.1,2279,0.089,0.08,1
CH,4/19/2022,83.9,2.94,"Swanson, Dansby",ground_ball,8,68.7,-11,83.4,1711,0.054,0.049,2
SL,4/19/2022,83.7,0.93,"Ozuna, Marcell",ground_ball,129,101.8,8,83.9,2340,0.689,0.632,4
CH,4/19/2022,81.3,2.65,"Arcia, Orlando",line_drive,171,102.2,11,80.6,1470,0.903,0.883,4
FC,4/19/2022,87.1,2.86,"Swanson, Dansby",ground_ball,59,61.9,6,88.3,2261,0.18,0.165,2
FF,4/18/2022,94,-2.81,"Rosario, Eddie",fly_ball,231,94,53,94.9,2414,0.009,0.011,3
KC,4/18/2022,86.2,-2.87,"Albies, Ozzie",ground_ball,10,94.4,-12,86.9,2472,0.163,0.149,2
FF,4/18/2022,97,-2.89,"Olson, Matt",ground_ball,103,91.7,4,97,2352,0.406,0.381,4
SL,4/18/2022,82.6,-2.7,"d'Arnaud, Travis",ground_ball,1,55.9,-71,84.1,2307,0.214,0.193,1
KC,4/18/2022,86.4,-2.96,"Swanson, Dansby",ground_ball,54,85.5,2,87.4,2460,0.311,0.302,2
SL,4/18/2022,83.3,-2.61,"Duvall, Adam",line_drive,162,82.2,13,84.2,2258,0.671,0.632,4
SL,4/18/2022,85.8,-2.5,"Ozuna, Marcell",ground_ball,11,81.7,-12,86.8,2384,0.126,0.127,2
SI,4/18/2022,96,-2.82,"Swanson, Dansby",line_drive,137,90.4,8,96.3,2378,0.537,0.509,4
FC,4/17/2022,89.1,-1.77,"Duvall, Adam",line_drive,270,99,15,89.6,2670,0.717,0.697,4
SL,4/17/2022,81.5,-1.86,"Dickerson, Alex",ground_ball,57,90.9,2,81.7,2658,0.343,0.318,2
SI,4/17/2022,93.4,-2.05,"Ozuna, Marcell",fly_ball,408,109.1,36,93.6,2416,0.717,1.471,6
SI,4/17/2022,99.7,-2.22,"Olson, Matt",ground_ball,7,106.7,-16,99.9,2121,0.22,0.198,2
FS,4/17/2022,89.5,-2.23,"Albies, Ozzie",ground_ball,34,89.5,-2,90,962,0.234,0.223,2
SL,4/17/2022,83.6,1.85,"Ozuna, Marcell",ground_ball,10,101,-7,82.9,2603,0.286,0.276,2
SI,4/17/2022,97.3,-2.57,"Swanson, Dansby",ground_ball,17,94.9,-5,97,2066,0.291,0.303,2
SL,4/17/2022,82.8,-2.18,"Rosario, Eddie",line_drive,339,96.1,22,82.4,2486,0.209,0.252,3
CH,4/16/2022,82.5,-2.51,"Riley, Austin",ground_ball,21,96.2,-6,82.9,1728,0.237,0.213,2
CH,4/16/2022,81.7,-2.66,"Olson, Matt",line_drive,188,110.3,11,82.1,1882,0.891,0.927,5
CU,4/16/2022,72.8,-2.35,"Rosario, Eddie",ground_ball,11,68.8,-10,73.2,2348,0.066,0.059,2
CH,4/16/2022,82.7,-2.55,"Dickerson, Alex",line_drive,154,71.5,15,82.5,1598,0.543,0.489,4
CH,4/16/2022,82.8,-2.27,"Duvall, Adam",ground_ball,89,103.7,4,84.2,1664,0.543,0.502,4
FF,4/16/2022,91.8,-2.04,"Ozuna, Marcell",ground_ball,3,81.5,-40,92.7,1989,0.083,0.075,2
CH,4/16/2022,83.9,-2.61,"Olson, Matt",ground_ball,31,98,0,84.7,1584,0.397,0.376,4
CU,4/15/2022,85.1,-1.95,"Heredia, Guillermo",ground_ball,2,48.7,-47,84,2980,0.169,0.152,1
CH,4/15/2022,86.4,-1.43,"Albies, Ozzie",fly_ball,310,83.6,34,87.5,1777,0.023,0.033,3
FF,4/15/2022,95.1,-1.9,"Duvall, Adam",line_drive,273,103,18,94.2,1955,0.449,0.537,5
SL,4/15/2022,88.6,-1.18,"Olson, Matt",popup,203,98.1,57,87.9,2357,0.017,0.024,3
FF,4/15/2022,96,-2.07,"d'Arnaud, Travis",ground_ball,127,84.9,7,95.1,2139,0.434,0.411,4
FF,4/15/2022,97.5,-1.23,"Arcia, Orlando",ground_ball,105,82.3,7,98,2305,0.38,0.361,4
SL,4/15/2022,86.9,-1.22,"Albies, Ozzie",ground_ball,5,79.8,-18,85.9,2361,0.063,0.059,2
CU,4/15/2022,84.2,-2.01,"Riley, Austin",ground_ball,34,98.7,-3,83.2,2792,0.32,0.289,2
FF,4/14/2022,91,-1.5,"d'Arnaud, Travis",ground_ball,6,88.2,-27,90,2471,0.051,0.046,2
SI,4/14/2022,91.3,-1.55,"Ozuna, Marcell",fly_ball,335,97.3,41,90.1,2443,0.046,0.076,3
FF,4/14/2022,92.8,-1.47,"d'Arnaud, Travis",fly_ball,277,89.7,40,92,2337,0.011,0.013,3
FC,4/14/2022,88.2,-2.41,"Swanson, Dansby",ground_ball,11,68.2,-13,88.4,2308,0.054,0.049,2
SI,4/14/2022,93.8,-1.26,"Ozuna, Marcell",line_drive,307,106.3,12,93.6,2257,0.874,0.898,4
SI,4/14/2022,91.5,-2.35,"Dickerson, Alex",ground_ball,92,80,7,92.2,2221,0.343,0.321,2
FF,4/14/2022,91.3,3.67,"Rosario, Eddie",fly_ball,324,93.1,25,90.8,2156,0.154,0.185,3
FF,4/14/2022,93.9,-1.2,"Albies, Ozzie",fly_ball,381,104,27,93.4,2303,0.837,1.641,6
SL,4/13/2022,87.4,-2.97,"Ozuna, Marcell",ground_ball,48,71,4,87.4,2332,0.166,0.161,2
SL,4/13/2022,87,-2.98,"Riley, Austin",ground_ball,11,86.8,-10,86.2,2453,0.149,0.143,2
FF,4/13/2022,93.6,2.04,"Swanson, Dansby",ground_ball,38,100.2,-2,93.3,2271,0.351,0.326,2
SI,4/13/2022,89.1,-3.37,"Albies, Ozzie",ground_ball,64,99.5,2,90.3,2032,0.426,0.384,4
SI,4/13/2022,88.2,-3.35,"Piña, Manny",ground_ball,7,90.6,-11,89.7,2161,0.154,0.149,2
FF,4/13/2022,91,2.31,"Rosario, Eddie",fly_ball,314,91.9,42,90.3,2203,0.003,0.003,3
FF,4/12/2022,89.2,-0.54,"Duvall, Adam",ground_ball,140,105.9,8,89.1,2224,0.689,0.664,4
FF,4/12/2022,89,-0.51,"d'Arnaud, Travis",popup,41,78.5,87,89.7,2141,0.011,0.011,3
FA,4/12/2022,54.9,-1.71,"Swanson, Dansby",ground_ball,119,93.8,8,52.5,1335,0.537,0.483,4
FA,4/12/2022,53.9,-1.59,"Ozuna, Marcell",popup,186,74.9,52,51.5,1226,0.106,0.115,3
FA,4/12/2022,58.5,-1.05,"Albies, Ozzie",fly_ball,391,102.7,35,55.7,1448,0.554,1.124,6
FA,4/12/2022,60,-1.48,"Arcia, Orlando",fly_ball,360,99,36,57.6,1416,0.251,0.509,5
SI,4/11/2022,94.7,-1.73,"Swanson, Dansby",fly_ball,243,81.2,48,95.2,2113,0.034,0.04,3
SI,4/11/2022,95.4,-1.8,"Rosario, Eddie",ground_ball,7,92.6,-21,95.6,2137,0.109,0.103,2
SI,4/11/2022,95.6,-1.69,"Duvall, Adam",fly_ball,244,72.4,26,96.2,2227,0.874,0.822,4
FF,4/11/2022,97.2,-1.91,"Albies, Ozzie",fly_ball,350,93.2,36,96.5,1926,0.06,0.09,3
SL,4/11/2022,85,-1.85,"Duvall, Adam",popup,209,71.1,51,85,2439,0.137,0.142,3
SI,4/11/2022,95.5,-1.92,"Ozuna, Marcell",ground_ball,88,102.5,4,95.6,2108,0.549,0.507,4
FF,4/11/2022,98,-1.86,"Piña, Manny",ground_ball,93,103.6,3,97.9,1971,0.517,0.471,4
SI,4/10/2022,94.2,-0.92,"Swanson, Dansby",line_drive,195,78.6,18,93.3,2165,0.946,0.905,4
SI,4/10/2022,93.8,-1,"d'Arnaud, Travis",fly_ball,387,102.4,33,93,2106,0.523,1.035,6
FF,4/10/2022,94.1,-0.96,"Dickerson, Alex",line_drive,329,92.2,23,93.5,2273,0.183,0.218,3
SL,4/10/2022,85.2,-2.39,"Ozuna, Marcell",fly_ball,268,81.2,34,84.4,2136,0.029,0.026,3
FF,4/10/2022,95.4,-2.22,"Riley, Austin",line_drive,118,86.8,9,94.8,2309,0.454,0.409,4
FF,4/10/2022,98,-2.12,"Dickerson, Alex",ground_ball,42,81.5,-1,98.4,2373,0.186,0.177,2
FF,4/10/2022,93.9,-2.19,"Olson, Matt",line_drive,240,85.3,17,93,2260,0.934,0.908,4
SL,4/10/2022,86.2,-2.1,"Duvall, Adam",line_drive,255,108,15,86.7,2404,0.711,0.829,5
FF,4/10/2022,96.4,-2.25,"Rosario, Eddie",ground_ball,9,91.4,-13,95.7,2239,0.137,0.128,2
FF,4/9/2022,94.6,-0.69,"Contreras, William",popup,69,79,88,94.3,2366,0.009,0.008,3
SL,4/9/2022,84.9,-1.48,"Ozuna, Marcell",ground_ball,73,96.3,3,84.5,2262,0.474,0.455,4
SL,4/9/2022,83.5,1.64,"Olson, Matt",line_drive,371,107.5,18,83.4,2437,0.62,0.781,6
FF,4/9/2022,94.4,1.37,"Rosario, Eddie",ground_ball,21,91.4,-8,93.7,2288,0.169,0.154,2
SL,4/9/2022,84,-0.99,"Duvall, Adam",popup,164,79.6,60,84.2,2055,0.034,0.035,3
FF,4/8/2022,94.7,-1.26,"Riley, Austin",line_drive,308,107.2,15,94.6,2279,0.637,0.702,5
FF,4/8/2022,94.9,-1.55,"Olson, Matt",line_drive,170,77.4,15,94.3,2170,0.686,0.635,4
FF,4/8/2022,96.2,-1.91,"Rosario, Eddie",ground_ball,10,86.9,-15,97.8,2691,0.109,0.1,2
FF,4/7/2022,95.2,-0.89,"Ozuna, Marcell",popup,155,96.2,66,95.5,2291,0.023,0.031,3
FF,4/7/2022,95.4,0.68,"Rosario, Eddie",line_drive,307,93.6,17,94.7,2400,0.583,0.575,4
FF,4/7/2022,93.8,-0.79,"Riley, Austin",fly_ball,425,107.6,32,94.5,2222,0.889,1.856,6
FF,4/7/2022,96.7,-2.31,"Heredia, Guillermo",ground_ball,28,100.5,-3,96.5,2272,0.303,0.273,2
